-0:37	ヘィヴンダックス	サムネと高校名はめちゃくちゃ王道
-0:37	カービィ	ついえら
-0:36	ショウタム	ついえら
-0:34	チキケミ	公式マウントつよい
-0:32	のむ	
-0:32	春雨	しぃしぃ！？
-0:31	ひこわさ	ツイート
-0:31	はくさん	
-0:31	s i	
-0:31	ラッキーマウス	にじさんじるーきーずを見に
-0:31	みずなぎ	果たして概要欄は変わるのか
-0:30	もちピザ	bilibili同時配信がAPEXになってて草
-0:30	牛タン将軍	ついえら
-0:29	Ryo卍	
-0:28	福耳	ついえら
-0:28	ろろ	
-0:27	WRyou_Italy	いくぜええええええええ
-0:25	あいる	対エラ
-0:25	ねぎとろ	エグい転生引いて欲しい
-0:25	夜行	ついえら
-0:24	スーパーアロイ進捗七割	コナミ公式絵持ってる希少Ｖｔ
-0:23	ハコノクラゲ	ツイ
-0:22	おはデラ	ツイートえらい
-0:21	さこう	ついえら！
-0:21	シャムねこ	ROOKIESなんよ
-0:21	ゴリ	ついえら
-0:20	黎明卿新しきボンドルド	ここから始まるサクセスストーリー
-0:19	わたぶ	一体なにがはじまるんです！？
-0:19	マリア	
-0:18	ukurai	
-0:18	川原太一	ツイート
-0:16	水木あやせ	熱い戦いを期待
-0:15	じつ	ルーキーズと聞いて
-0:14	gÖzaじゃぎあ	なにげ今まで1度も転生引けてないのか
-0:13	なだきょう	公式絵いいなぁ
-0:13	ブラックサンダー	やっぱ
-0:13	彼ピッピ	炎上耐性
-0:12	ukurai	
-0:12	たつなみ	ついにルーキーズの夏がくる！！
-0:11	たすく	
-0:10	電池切れ33	
-0:09	木綿十二	尖ったチームになると良いなぁ。あ、尖っているのは剣持か
-0:09	Nikoa _	ツイート
-0:08	カンタウロス	二人寄り沿って歩いて 永遠の愛を形にして
-0:07	reno	ついにきたかこの時が
-0:07	西アマネ	ツイート
-0:02	則巻アラレ	しぃしぃ！？
-0:01	加藤	まだなんよ口調だったら笑う
-0:00	みどな	ついえらルーキーズ
-0:00	鏡音リン愛好家	きちゃ
0:01	ノズピ	
0:02	ソーセン	熱い夏が始まる
0:03	archer	
0:05	たいやき	ついえら
0:05	イカ	パワクズきちゃあああああああああああああああああああああああああああ
0:05	フウ	ツイ
0:06	マリア	
0:08	ぐだのすけ	
0:09	ビサウ	
0:11	正義。	
0:11	そのうち寂聴	しぃしぃ！？
0:11	焼氷	熱いチームと聞いて
0:11	つべふぃすた	
0:11	さちくろ	GReeeeNありがとうございます。歌います
0:11	ぷりっつPretz	
0:12	しょう	きちゃ
0:12	三日月の。	やきうのじかんだあああああああああああああああああああああああああ
0:12	Yuuki	
0:12	黎明卿新しきボンドルド	
0:12	ふくざわゆきち	
0:13	松井、	おはしいな
0:13	あるる	スク水ROOKIESを見に来た
0:13	心刃	
0:14	A太	始まらないんよ
0:14	くっし-	っぱパワプロは椎名さんよ
0:15	あまのたいら	王道って名前なのにルーキーズだもんな
0:15	ぎるがめっしゅ	
0:15	まめすきまめよし	きたー！！！
0:15	エアコンのリモコン	キセキ聞こえてきたわ
0:16	ぴーわいおー	
0:16	Nikoa _	きちゃ
0:16	スバりばー	今年は暑い夏になりそう
0:17	長岡	
0:18	ゴリ	やきうの時間だああああああああああああああ
0:18	pankys	
0:18	伊吹疾風	
0:18	夢たんぽ	
0:18	放浪者	
0:18	ふわふわ時間	きちゃあああああああああああああああああああ
0:19	ネリー・モノ	
0:19	はち	
0:21	まっぴー	
0:21	さかあがりぼうず	
0:21	えすこんじ	
0:21	まー。	
0:22	KeyKey	
0:22	覚夜-かぐや-	きちゃ
0:22	ケンフー	こんばん
0:22	zanny	
0:22	にゃん	夢追のキセキ待ってます
0:22	エリス	先行組は転生結構引いてて流石って感じだな
0:23	かおう_____ta	ついてる！！！
0:23	ろろ	
0:23	りーりー	ついてるよ
0:23	ウヴァ	きちゃー
0:24	kent fukushima	
0:24	Gリスナー	おはしぃな～
0:24	アンチ活動に魂を捧げよ!!!!	ついてるよ
0:24	うどんしー	きちゃ
0:25	なぎ	ついてる
0:25	みんとくん	
0:25	ゆぴてる	
0:25	りん	
0:27	チェクィ	
0:27	ソーセン	
0:27	ねりごまnerigoma	おはしぃな
0:27	洛水佑馬	
0:27	iroha ao	おは
0:27	エスクッタ	きちゃ！
0:27	Malta	
0:27	ぷりん#凛fam	
0:27	サバ吉	
0:28	zale	おは天使
0:28	とらやま	おは野球
0:29	SANA	
0:29	ヒケラカス	
0:29	リンタイラン	
0:29	ROOTS	
0:29	惰民	きちゃ
0:29	神田ノ	
0:30	かにの妖精	やきうの時間だぁぁぁぁぁぁ！！！！！！！
0:31	はんぺん	おはくず！
0:31	yoisyo	きちゃ
0:32	リンタイラン	
0:32	ふぉるす	
0:32	おっくー	おはしぃな＝
0:32	hokara	おはしぃな～
0:32	シスト / CISTE	
0:33	ちぇるみ	
0:33	あるま	
0:33	ゆゆ	
0:33	宇治大	やきうの時間だああああああああああ
0:34	Metallic	
0:34	あいる	
0:34	ふく885	やきうの時間だああああああああああああ
0:34	みんちこ	
0:34	獅子枝夕帆 -ししえだ ゆうほ-	おはしぃなー
0:35	水仙	
0:35	三麻空	やきうの時間だああああああああああああ
0:36	M I X	
0:36	ukurai	おはルーキーズ
0:36	つなつな	
0:36	Rコディーノ	
0:37	ネリー・モノ	おは炎上～
0:37	13ゴルゴ	おはしいなず
0:37	心刃	おはキセキ～～～
0:37	Luine	
0:37	もちピザ	おはROOKIES
0:38	ちゃんみあ	
0:38	ノズピ	
0:38	うにあ	きちゃあ
0:39	オトギリ	
0:39	とおのマン	
0:39	Ku ro	
0:39	けんた	おは
0:39	しょう	おはルーキーズ
0:40	ぐるぐる回線の指原	おはくず
0:40	gÖzaじゃぎあ	おはパワクズなんよ〜
0:40	村田ネギ	
0:40	ken miya	やきうのじかんだああああああああああああああああ
0:40	モーティマーマウス	天才肌きたらマジで激アツ
0:41	archer	はい
0:41	おこめ鳳仙鬼	おはルーキーズ草
0:41	ponz	おはしぃな
0:41	ふぉぐ。	
0:41	木目	
0:41	のむ	やきうのじかんだああああああああああああああ
0:41	夢たんぽ	やきうの時間だああああああああああああ
0:43	うにあ	野球の時間や！！
0:44	丁	おはルーキーズ
0:44	kent fukushima	やきうのじかんだあああああああああああああ
0:45	むずは	お花畑チャイチャイ
0:45	すたんすみす	くそ適当挨拶すき
0:45	ぽぽぽぽぽぽ	やきうの時間ですよ！！！！！
0:45	ともき	おはくず～
0:46	しろしか	おはやきう～
0:46	アルヴィ	野球の時間だぁああああ
0:46	Rain	やきうの時間だあああああああ
0:46	ミシキ	パワプロいいんよ
0:46	!マイン	やきうの時間だあああああああああああああ
0:47	クレシアン	やきうの時間だあああああ
0:47	シャープ	やきゅうの時間だあああああああああああああ
0:47	しょう	やきうのじかんだぁぁぁぁぁぁぁぁ
0:47	てぃー	きちゃ！
0:47	田中花子	おはなんよー
0:47	みなみ	おはやきうの時間だああああああああああああああ
0:47	なかひろ	やきうの時間だあああああああああああああああああ
0:47	さざなみ	おはくず
0:47	kaneyo51	
0:47	いちご大福	
0:48	ほこつhokotsu	やきうの時間だああああああ
0:49	餡ころ餅ゆっくりーむ	やきうの時間だぁぁぁぁぁあ
0:49	はいぷり	
0:49	咲久-さく-		￥500
0:49	てらま	やきうの時間だあああああああ
0:49	ロ一ツェ	
0:49	ましーろ	うおおおおおおお
0:50	アッシマー	
0:50	まめすきまめよし	おはスク水〜
0:51	スーパーアロイ進捗七割	やきうのじかんだあああああああああああああああああああ
0:51	荒耶志貴	やきうの時間だああああああああああああ！
0:51	SizEs	
0:52	ダックスフント	しぃしぃ今日もかわいいんだ！
0:52	玉ねぎドレッシング	おはすぃーなー
0:52	カービィ	やきうの時間だあああああああああ！
0:52	TakuChan	モチベある？w
0:53	水鏡蒼	さっきのてんかいじとの四コマみたいなの泣いた
0:53	てぃれもん	忙しいね
0:54	黎明卿新しきボンドルド	忙しそうやね
0:54	ゆたんぽねこ	ゲーム音がちいさいかも
0:54	うどんこねっと	やきうのじかんだああああ
0:54	しらす	おはくず
0:54	o z	いつ炎上すり？
0:54	おこめ鳳仙鬼	何やってんの？
0:55	kent fukushima	大変そうなのはわかる
0:56	スロスタ	おはスク水
0:56	伊豆半島	やきうの時間だああああああああああああああああああああ
0:56	ミカグラ	しゃーない
0:57	まつまえ	耐久いっぞ
0:57	梶田纏	いつやるのかと思ってたｗ
0:57	空木圭	やきうの時間だああああああああ
0:57	KeyKey	忙しそうだしね
0:58	カンタウロス	今週中に終わる？
